 * Restarting with watchdog (windowsapi)
 * Debugger is active!
 * Debugger PIN: 119-278-973
 * Running on all addresses.
   WARNING: This is a development server. Do not use it in a production deployment.
 * Running on http://192.168.66.97:5000/ (Press CTRL+C to quit)
127.0.0.1 - - [28/May/2026 13:32:03] "GET /api/current HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:32:05] "GET /api/current HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:32:07] "GET /api/current HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:32:09] "GET /api/current HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:32:10] "GET /api/current HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:32:12] "GET /api/current HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:32:12] "GET / HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:32:12] "GET /static/css/style.css HTTP/1.1" 304 -
127.0.0.1 - - [28/May/2026 13:32:12] "GET /api/archive/sensor/1?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:32:12] "GET /api/archive/sensor/2?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:32:12] "GET /api/archive/sensor/3?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:32:13] "GET /api/archive/sensor/4?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:32:13] "GET /api/archive/sensor/5?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:32:13] "GET /api/archive/sensor/6?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:32:13] "GET /api/archive/sensor/7?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:32:13] "GET /api/archive/sensor/8?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:32:13] "GET / HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:32:13] "GET /static/css/style.css HTTP/1.1" 304 -
127.0.0.1 - - [28/May/2026 13:32:13] "GET /api/archive/sensor/1?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:32:13] "GET /api/archive/sensor/2?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:32:13] "GET /api/archive/sensor/3?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:32:13] "GET /api/archive/sensor/4?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:32:13] "GET /api/archive/sensor/5?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:32:13] "GET /api/archive/sensor/6?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:32:13] "GET /api/archive/sensor/7?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:32:14] "GET /api/archive/sensor/8?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:32:15] "GET /sensor/1 HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:32:15] "GET /static/css/style.css HTTP/1.1" 304 -
127.0.0.1 - - [28/May/2026 13:32:15] "GET /api/events?sensor_id=1&limit=30 HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:32:15] "GET /api/archive/sensor/1?period=24h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:32:17] "GET /api/current HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:32:19] "GET /api/current HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:32:21] "GET /api/current HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:32:23] "GET /api/current HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:32:23] "GET /api/archive/sensor/1?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:32:25] "GET /api/current HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:32:26] "GET / HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:32:26] "GET /static/css/style.css HTTP/1.1" 304 -
127.0.0.1 - - [28/May/2026 13:32:26] "GET /api/archive/sensor/1?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:32:26] "GET /api/archive/sensor/2?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:32:26] "GET /api/archive/sensor/3?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:32:26] "GET /api/archive/sensor/4?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:32:26] "GET /api/archive/sensor/5?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:32:26] "GET /api/archive/sensor/6?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:32:26] "GET /api/archive/sensor/7?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:32:26] "GET /api/archive/sensor/8?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:32:31] "GET /api/current HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:32:31] "GET /api/archive/sensor/1?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:32:31] "GET /api/archive/sensor/2?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:32:31] "GET /api/archive/sensor/3?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:32:31] "GET /api/archive/sensor/4?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:32:31] "GET /api/archive/sensor/5?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:32:31] "GET /api/archive/sensor/6?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:32:31] "GET /api/archive/sensor/7?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:32:31] "GET /api/archive/sensor/8?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:32:36] "GET /api/current HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:32:36] "GET /api/archive/sensor/1?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:32:36] "GET /api/archive/sensor/2?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:32:36] "GET /api/archive/sensor/3?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:32:36] "GET /api/archive/sensor/4?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:32:36] "GET /api/archive/sensor/5?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:32:36] "GET /api/archive/sensor/6?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:32:36] "GET /api/archive/sensor/7?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:32:36] "GET /api/archive/sensor/8?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:32:41] "GET /api/current HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:32:41] "GET /api/archive/sensor/1?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:32:41] "GET /api/archive/sensor/2?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:32:41] "GET /api/archive/sensor/3?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:32:41] "GET /api/archive/sensor/4?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:32:41] "GET /api/archive/sensor/5?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:32:41] "GET /api/archive/sensor/6?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:32:41] "GET /api/archive/sensor/7?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:32:41] "GET /api/archive/sensor/8?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:32:46] "GET /api/current HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:32:46] "GET /api/archive/sensor/1?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:32:46] "GET /api/archive/sensor/2?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:32:46] "GET /api/archive/sensor/3?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:32:46] "GET /api/archive/sensor/4?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:32:46] "GET /api/archive/sensor/5?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:32:46] "GET /api/archive/sensor/6?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:32:46] "GET /api/archive/sensor/7?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:32:46] "GET /api/archive/sensor/8?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:32:51] "GET /api/current HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:32:51] "GET /api/archive/sensor/1?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:32:51] "GET /api/archive/sensor/2?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:32:51] "GET /api/archive/sensor/3?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:32:51] "GET /api/archive/sensor/4?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:32:51] "GET /api/archive/sensor/5?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:32:51] "GET /api/archive/sensor/6?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:32:51] "GET /api/archive/sensor/7?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:32:51] "GET /api/archive/sensor/8?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:32:56] "GET /api/current HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:32:56] "GET /api/archive/sensor/1?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:32:56] "GET /api/archive/sensor/2?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:32:56] "GET /api/archive/sensor/3?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:32:56] "GET /api/archive/sensor/4?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:32:56] "GET /api/archive/sensor/5?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:32:56] "GET /api/archive/sensor/6?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:32:56] "GET /api/archive/sensor/7?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:32:56] "GET /api/archive/sensor/8?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:33:01] "GET /api/current HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:33:01] "GET /api/archive/sensor/1?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:33:01] "GET /api/archive/sensor/2?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:33:01] "GET /api/archive/sensor/3?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:33:01] "GET /api/archive/sensor/4?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:33:01] "GET /api/archive/sensor/5?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:33:01] "GET /api/archive/sensor/6?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:33:01] "GET /api/archive/sensor/7?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:33:01] "GET /api/archive/sensor/8?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:33:06] "GET /api/current HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:33:06] "GET /api/archive/sensor/1?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:33:06] "GET /api/archive/sensor/2?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:33:06] "GET /api/archive/sensor/3?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:33:06] "GET /api/archive/sensor/4?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:33:06] "GET /api/archive/sensor/5?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:33:06] "GET /api/archive/sensor/6?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:33:06] "GET /api/archive/sensor/7?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:33:06] "GET /api/archive/sensor/8?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:33:11] "GET /api/current HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:33:11] "GET /api/archive/sensor/1?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:33:11] "GET /api/archive/sensor/2?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:33:11] "GET /api/archive/sensor/3?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:33:11] "GET /api/archive/sensor/4?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:33:11] "GET /api/archive/sensor/5?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:33:11] "GET /api/archive/sensor/6?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:33:11] "GET /api/archive/sensor/7?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:33:11] "GET /api/archive/sensor/8?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:33:16] "GET /api/current HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:33:16] "GET /api/archive/sensor/1?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:33:16] "GET /api/archive/sensor/2?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:33:16] "GET /api/archive/sensor/3?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:33:16] "GET /api/archive/sensor/4?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:33:16] "GET /api/archive/sensor/5?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:33:16] "GET /api/archive/sensor/6?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:33:16] "GET /api/archive/sensor/7?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:33:16] "GET /api/archive/sensor/8?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:33:21] "GET /api/current HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:33:21] "GET /api/archive/sensor/1?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:33:21] "GET /api/archive/sensor/2?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:33:21] "GET /api/archive/sensor/3?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:33:21] "GET /api/archive/sensor/4?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:33:21] "GET /api/archive/sensor/5?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:33:21] "GET /api/archive/sensor/6?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:33:21] "GET /api/archive/sensor/7?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:33:21] "GET /api/archive/sensor/8?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:33:26] "GET /api/current HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:33:26] "GET /api/archive/sensor/1?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:33:26] "GET /api/archive/sensor/2?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:33:26] "GET /api/archive/sensor/3?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:33:26] "GET /api/archive/sensor/4?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:33:26] "GET /api/archive/sensor/5?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:33:26] "GET /api/archive/sensor/6?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:33:26] "GET /api/archive/sensor/7?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:33:26] "GET /api/archive/sensor/8?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:34:24] "GET /api/current HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:34:24] "GET /api/archive/sensor/1?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:34:24] "GET /api/archive/sensor/2?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:34:24] "GET /api/archive/sensor/3?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:34:24] "GET /api/archive/sensor/4?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:34:24] "GET /api/archive/sensor/5?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:34:24] "GET /api/archive/sensor/6?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:34:24] "GET /api/archive/sensor/7?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:34:24] "GET /api/archive/sensor/8?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:35:24] "GET /api/current HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:35:24] "GET /api/archive/sensor/1?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:35:24] "GET /api/archive/sensor/2?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:35:24] "GET /api/archive/sensor/3?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:35:24] "GET /api/archive/sensor/4?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:35:24] "GET /api/archive/sensor/5?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:35:24] "GET /api/archive/sensor/6?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:35:24] "GET /api/archive/sensor/7?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:35:24] "GET /api/archive/sensor/8?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:36:24] "GET /api/current HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:36:24] "GET /api/archive/sensor/1?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:36:24] "GET /api/archive/sensor/2?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:36:24] "GET /api/archive/sensor/3?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:36:24] "GET /api/archive/sensor/4?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:36:24] "GET /api/archive/sensor/5?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:36:24] "GET /api/archive/sensor/6?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:36:24] "GET /api/archive/sensor/7?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:36:24] "GET /api/archive/sensor/8?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:37:21] "GET /api/current HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:37:21] "GET /api/archive/sensor/1?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:37:21] "GET /api/archive/sensor/2?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:37:21] "GET /api/archive/sensor/3?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:37:21] "GET /api/archive/sensor/4?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:37:21] "GET /api/archive/sensor/5?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:37:21] "GET /api/archive/sensor/6?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:37:21] "GET /api/archive/sensor/7?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:37:21] "GET /api/archive/sensor/8?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:37:23] "GET /sensor/3 HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:37:23] "GET /static/css/style.css HTTP/1.1" 304 -
127.0.0.1 - - [28/May/2026 13:37:23] "GET /api/events?sensor_id=3&limit=30 HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:37:23] "GET /api/archive/sensor/3?period=24h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:37:25] "GET /api/current HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:37:27] "GET /api/current HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:37:29] "GET /api/current HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:37:31] "GET /api/archive/sensor/3?period=3d HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:37:31] "GET /api/current HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:37:33] "GET /api/current HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:37:34] "GET /api/archive/sensor/3?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:37:35] "GET /api/archive/sensor/3?period=24h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:37:35] "GET /api/current HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:37:36] "GET /api/archive/sensor/3?period=3d HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:37:37] "GET /api/current HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:37:39] "GET /api/current HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:37:41] "GET /api/current HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:37:43] "GET /api/current HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:37:45] "GET /api/current HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:37:47] "GET /api/current HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:37:49] "GET /api/current HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:37:51] "GET /api/current HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:37:53] "GET /api/current HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:37:54] "GET / HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:37:54] "GET /static/css/style.css HTTP/1.1" 304 -
127.0.0.1 - - [28/May/2026 13:37:54] "GET /api/archive/sensor/1?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:37:54] "GET /api/archive/sensor/2?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:37:54] "GET /api/archive/sensor/3?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:37:54] "GET /api/archive/sensor/4?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:37:54] "GET /api/archive/sensor/5?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:37:54] "GET /api/archive/sensor/6?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:37:54] "GET /api/archive/sensor/7?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:37:54] "GET /api/archive/sensor/8?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:37:59] "GET /api/current HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:37:59] "GET /api/archive/sensor/1?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:37:59] "GET /api/archive/sensor/2?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:37:59] "GET /api/archive/sensor/3?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:37:59] "GET /api/archive/sensor/4?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:37:59] "GET /api/archive/sensor/5?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:37:59] "GET /api/archive/sensor/6?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:37:59] "GET /api/archive/sensor/7?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:37:59] "GET /api/archive/sensor/8?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:38:00] "GET /settings/ HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:38:00] "GET /static/css/style.css HTTP/1.1" 304 -
192.168.66.97 - - [28/May/2026 13:39:24] "GET /api/current HTTP/1.1" 200 -
192.168.66.97 - - [28/May/2026 13:39:24] "GET /api/archive/sensor/1?period=6h HTTP/1.1" 200 -
192.168.66.97 - - [28/May/2026 13:39:24] "GET /api/archive/sensor/2?period=6h HTTP/1.1" 200 -
192.168.66.97 - - [28/May/2026 13:39:24] "GET /api/archive/sensor/3?period=6h HTTP/1.1" 200 -
192.168.66.97 - - [28/May/2026 13:39:24] "GET /api/archive/sensor/4?period=6h HTTP/1.1" 200 -
192.168.66.97 - - [28/May/2026 13:39:24] "GET /api/archive/sensor/5?period=6h HTTP/1.1" 200 -
192.168.66.97 - - [28/May/2026 13:39:24] "GET /api/archive/sensor/6?period=6h HTTP/1.1" 200 -
192.168.66.97 - - [28/May/2026 13:39:24] "GET /api/archive/sensor/7?period=6h HTTP/1.1" 200 -
192.168.66.97 - - [28/May/2026 13:39:24] "GET /api/archive/sensor/8?period=6h HTTP/1.1" 200 -
192.168.66.97 - - [28/May/2026 13:40:24] "GET /api/current HTTP/1.1" 200 -
192.168.66.97 - - [28/May/2026 13:40:24] "GET /api/archive/sensor/1?period=6h HTTP/1.1" 200 -
192.168.66.97 - - [28/May/2026 13:40:24] "GET /api/archive/sensor/2?period=6h HTTP/1.1" 200 -
192.168.66.97 - - [28/May/2026 13:40:24] "GET /api/archive/sensor/3?period=6h HTTP/1.1" 200 -
192.168.66.97 - - [28/May/2026 13:40:24] "GET /api/archive/sensor/4?period=6h HTTP/1.1" 200 -
192.168.66.97 - - [28/May/2026 13:40:24] "GET /api/archive/sensor/5?period=6h HTTP/1.1" 200 -
192.168.66.97 - - [28/May/2026 13:40:24] "GET /api/archive/sensor/6?period=6h HTTP/1.1" 200 -
192.168.66.97 - - [28/May/2026 13:40:24] "GET /api/archive/sensor/7?period=6h HTTP/1.1" 200 -
192.168.66.97 - - [28/May/2026 13:40:24] "GET /api/archive/sensor/8?period=6h HTTP/1.1" 200 -
192.168.66.97 - - [28/May/2026 13:41:24] "GET /api/current HTTP/1.1" 200 -
192.168.66.97 - - [28/May/2026 13:41:24] "GET /api/archive/sensor/1?period=6h HTTP/1.1" 200 -
192.168.66.97 - - [28/May/2026 13:41:24] "GET /api/archive/sensor/2?period=6h HTTP/1.1" 200 -
